nearest_university,listing_mode,gender_allowed,area_sqm,bedrooms,bathrooms,total_capacity,price,has_WiFi,has_AC,has_Elevator,has_Balcony,has_WashingMachine,has_NaturalGas
Ain Shams University,Room,Female,198.5,3,1,3,4169.31,1,1,0,1,1,0
GUC,Bed,Male,180.0,3,2,6,2957.7,1,1,1,1,1,1
Helwan University,EntireUnit,Male,119.6,1,1,2,4969.46,0,0,0,0,0,0
Ain Shams University,Room,Female,99.6,3,1,3,2510.32,1,1,1,1,1,1
Fayoum University,Room,Female,113.3,4,2,6,1406.74,0,1,1,1,1,1
Cairo University,Room,Male,94.6,2,1,2,3168.36,0,0,0,0,1,0
GUC,Room,Male,192.0,3,2,4,5508.21,1,0,0,0,0,0
Fayoum University,Room,Male,137.9,1,1,2,6606.42,1,1,1,1,1,1
Minia University,EntireUnit,Male,147.3,4,2,6,6129.38,0,0,0,0,1,1
Helwan University,EntireUnit,Female,108.0,4,2,8,4949.82,1,0,0,0,0,1
Mansoura University,Room,Female,109.3,1,1,1,4700.11,0,0,1,0,0,0
Assiut University,Bed,Female,89.3,3,1,3,1146.73,1,0,0,0,0,0
GUC,Bed,Female,134.9,1,1,1,11739.48,0,0,1,1,1,1
GUC,Bed,Male,65.5,2,2,4,2102.94,1,1,1,1,1,1
Suez Canal University,Bed,Female,128.6,2,1,3,1934.88,1,0,1,0,1,1
Suez Canal University,Bed,Male,84.5,3,1,3,1177.64,0,0,0,0,0,0
Benha University,EntireUnit,Male,165.4,3,2,6,7951.13,1,1,1,1,1,1
AUC,Room,Male,128.7,2,1,2,7810.45,1,1,1,1,1,1
Cairo University,Room,Male,195.1,3,2,6,4559.51,1,0,0,0,1,1
Fayoum University,Room,Male,154.2,3,2,6,1884.32,1,0,1,0,0,0
GUC,Bed,Male,151.6,2,1,3,4638.74,1,1,0,0,1,0
Suez Canal University,EntireUnit,Male,135.3,2,2,4,7122.77,0,1,1,1,0,0
Zagazig University,Room,Female,173.6,1,1,1,6709.91,0,0,0,0,0,0
Minia University,Bed,Male,70.7,1,1,2,1948.59,1,1,1,1,0,1
Helwan University,Bed,Female,146.0,2,2,4,1818.6,1,0,1,1,1,1
AUC,Bed,Female,93.9,1,1,1,10500.44,1,1,1,1,0,1
AUC,Room,Male,167.9,3,1,3,5908.9,0,0,1,1,1,0
Suez Canal University,Room,Female,176.1,4,2,6,1704.8,0,0,0,0,0,0
Ain Shams University,Room,Female,74.9,1,1,2,5946.78,1,1,1,1,1,1
Minia University,Room,Male,50.2,2,1,3,1687.2,1,1,0,1,1,1
Ain Shams University,Room,Female,116.9,3,2,6,2371.22,0,0,0,1,0,0
Ain Shams University,Room,Male,88.1,1,1,1,5491.6,0,0,0,0,0,0
Benha University,Bed,Female,94.6,2,1,2,2590.89,0,1,0,1,1,0
AUC,EntireUnit,Female,64.8,2,1,2,6274.64,0,0,0,0,0,0
Zagazig University,Room,Female,84.5,2,1,3,1676.36,1,0,0,0,0,0
Zagazig University,Room,Male,105.7,1,1,2,5690.02,0,1,1,0,0,0
Cairo University,Room,Male,92.8,2,1,3,3973.27,1,1,1,1,1,1
Cairo University,EntireUnit,Female,95.2,1,1,1,7255.12,1,1,1,1,1,0
Tanta University,Bed,Female,151.6,3,1,3,2604.77,1,1,0,1,0,1
Cairo University,Bed,Female,130.5,4,2,7,1373.94,1,1,1,1,1,1
Mansoura University,EntireUnit,Female,189.4,3,1,3,7862.33,1,0,0,0,0,0
Zagazig University,EntireUnit,Female,102.2,4,2,5,4303.11,0,0,0,0,1,0
Assiut University,EntireUnit,Male,71.5,2,2,4,3892.06,1,1,1,1,0,1
Helwan University,EntireUnit,Male,65.4,2,2,4,2777.41,0,0,0,0,0,1
Suez Canal University,Room,Male,102.8,2,2,4,3265.78,1,1,1,1,1,1
Ain Shams University,Bed,Male,162.8,2,2,4,2934.58,0,1,1,1,1,1
Tanta University,EntireUnit,Female,128.9,1,1,2,4822.16,0,0,0,1,0,0
Zagazig University,Bed,Female,161.8,2,1,3,2364.37,0,0,1,1,1,1
Assiut University,Room,Male,176.5,2,1,2,3907.73,1,1,1,1,1,1
Benha University,EntireUnit,Female,92.2,1,1,2,4002.17,1,0,0,1,0,1
Minia University,EntireUnit,Male,199.4,2,2,4,7411.15,1,0,1,1,1,1
Fayoum University,Room,Female,116.4,1,1,2,5787.15,1,1,1,1,1,1
Cairo University,EntireUnit,Male,87.8,2,1,3,5077.82,0,0,0,0,0,0
Fayoum University,Room,Male,119.1,3,2,6,1870.83,1,0,1,0,1,1
Cairo University,Room,Male,112.6,3,2,4,2376.84,0,0,0,0,0,1
Alexandria University,Bed,Female,199.4,4,2,4,2765.45,1,0,0,1,0,0
Minia University,EntireUnit,Male,71.6,2,1,3,4561.83,1,1,1,1,1,1
Assiut University,EntireUnit,Female,83.3,2,2,4,3526.16,0,0,1,1,1,1
Mansoura University,EntireUnit,Male,145.7,2,2,4,7525.49,0,1,1,0,1,0
Assiut University,Room,Male,104.6,4,2,5,1161.43,1,0,0,1,1,0
Tanta University,Room,Female,125.3,4,2,4,1884.64,1,1,1,1,1,1
Cairo University,Room,Female,120.7,4,2,5,2085.98,0,0,1,0,1,0
Tanta University,EntireUnit,Male,110.1,3,2,6,6144.53,1,1,1,1,1,1
Alexandria University,EntireUnit,Female,76.9,1,1,1,4202.45,0,0,0,0,0,0
Zagazig University,EntireUnit,Female,53.4,1,1,1,3660.25,1,1,1,1,1,1
Alexandria University,Bed,Female,183.1,4,2,6,2175.99,1,1,1,0,0,1
Ain Shams University,Bed,Male,123.5,1,1,1,8431.96,0,1,1,0,1,1
Benha University,EntireUnit,Female,130.4,3,2,6,5775.3,0,0,0,0,0,0
GUC,Bed,Male,179.9,4,2,8,2218.8,1,0,0,1,1,1
Assiut University,Bed,Female,102.7,3,2,5,668.48,0,0,0,0,0,1
Alexandria University,EntireUnit,Female,190.5,4,2,8,14061.24,0,1,1,1,1,1
Cairo University,EntireUnit,Female,181.5,3,2,5,12216.99,1,0,1,1,0,0
Minia University,Room,Female,166.7,1,1,2,6973.52,1,1,0,1,1,0
Benha University,Room,Male,134.8,2,2,4,2941.0,1,0,0,0,1,0
Ain Shams University,Bed,Male,173.4,3,1,3,3724.04,1,1,0,0,0,1
Zagazig University,Room,Male,147.0,4,2,7,1638.7,0,1,0,0,1,1
Alexandria University,Room,Female,92.7,3,2,5,2166.16,1,1,1,1,1,1
Helwan University,Bed,Male,163.5,4,2,6,1436.07,1,1,1,1,1,1
Zagazig University,Bed,Female,39.9,1,1,2,863.85,0,0,1,0,0,0
Minia University,Room,Female,136.8,4,2,8,1780.52,1,1,1,1,0,1
Mansoura University,EntireUnit,Male,133.2,3,2,4,7033.66,1,1,0,1,1,1
Ain Shams University,EntireUnit,Male,110.7,3,1,3,5540.2,0,0,0,0,0,0
Ain Shams University,EntireUnit,Male,160.7,2,1,3,9634.31,0,0,1,1,1,0
AUC,Bed,Male,57.6,2,1,2,3150.48,0,0,0,0,0,0
Alexandria University,Bed,Female,198.6,1,1,1,12846.88,1,0,1,1,1,0
Suez Canal University,Bed,Male,106.5,3,2,5,1039.75,0,1,1,1,1,1
Helwan University,EntireUnit,Female,109.0,2,2,4,5920.81,0,1,1,1,1,0
Assiut University,EntireUnit,Male,197.1,3,2,4,9636.63,1,1,1,1,0,1
Fayoum University,Bed,Male,184.9,1,1,1,6424.23,0,0,0,1,1,0
Suez Canal University,Room,Male,195.1,1,1,2,9704.94,1,1,1,1,1,1
GUC,EntireUnit,Male,76.5,1,1,1,7646.85,1,0,1,0,1,0
GUC,Room,Male,171.2,4,2,6,4294.82,1,1,1,1,1,1
Alexandria University,Room,Female,50.3,2,1,3,2093.03,1,1,0,1,1,1
Suez Canal University,EntireUnit,Male,132.0,3,2,6,6715.76,1,1,1,1,1,0
AUC,Room,Male,120.9,4,2,6,3009.89,0,0,0,0,0,0
Helwan University,Bed,Male,167.5,4,2,5,1691.68,1,1,1,1,0,1
Ain Shams University,Bed,Male,166.1,1,1,2,4107.3,0,0,0,0,0,0
Cairo University,Room,Female,143.0,4,2,5,2275.31,0,0,0,0,0,0
AUC,Bed,Female,103.9,3,2,5,2441.44,0,0,1,0,0,0
Minia University,Bed,Female,71.9,1,1,1,3275.41,0,0,0,1,1,0
Minia University,EntireUnit,Male,120.6,4,2,6,6268.41,1,1,1,1,1,1
Minia University,EntireUnit,Female,130.4,3,2,6,6173.75,1,1,1,1,1,1
Cairo University,EntireUnit,Male,195.6,4,2,7,13360.23,1,1,1,0,1,1
Minia University,Bed,Male,169.5,4,2,7,1031.67,1,0,1,1,0,1
AUC,Room,Female,78.1,3,2,4,3023.84,0,1,0,0,0,0
Fayoum University,Room,Male,93.4,3,2,6,1216.18,0,0,1,0,0,0
Cairo University,Bed,Male,85.9,3,2,4,1207.9,0,0,0,0,0,0
Alexandria University,Bed,Female,85.6,2,2,4,1438.08,0,0,0,0,0,1
Minia University,EntireUnit,Female,166.8,3,2,6,6732.6,0,0,0,0,0,1
Assiut University,Bed,Male,146.7,4,2,8,729.38,0,0,0,0,0,0
GUC,Room,Female,97.2,1,1,1,8039.62,0,0,0,1,0,0
Tanta University,EntireUnit,Male,159.9,4,2,4,6839.57,1,0,0,0,1,1
Minia University,Bed,Female,179.7,3,1,3,2253.9,1,0,1,1,0,0
Ain Shams University,Room,Female,142.5,3,1,3,2842.81,1,0,1,1,1,1
Mansoura University,Room,Female,125.4,2,1,3,3093.85,0,1,0,0,0,1
Assiut University,Room,Female,99.7,2,1,2,2475.68,0,1,0,1,0,1
Benha University,Room,Male,170.8,4,2,7,2043.66,1,1,1,1,1,1
Benha University,Bed,Female,75.9,3,1,3,1274.89,0,0,0,1,1,1
Mansoura University,Room,Female,134.9,1,1,2,5960.49,1,0,1,0,0,1
Cairo University,EntireUnit,Female,149.8,2,1,2,11409.09,1,1,1,1,1,0
Ain Shams University,Bed,Male,153.0,4,2,7,1341.39,0,0,0,0,0,1
Helwan University,Room,Female,182.8,1,1,1,7555.56,0,0,0,0,0,0
AUC,Room,Female,153.9,2,1,3,9201.07,1,0,1,1,0,1
Mansoura University,Bed,Female,90.0,3,2,4,1096.44,1,0,1,1,1,0
AUC,Bed,Male,148.2,4,2,7,2204.09,1,1,1,0,0,1
Fayoum University,Room,Male,34.9,1,1,2,2873.8,0,1,1,0,1,0
Mansoura University,Room,Female,172.2,3,2,5,3289.58,0,1,1,1,0,0
AUC,EntireUnit,Male,114.0,1,1,2,12753.28,1,0,1,1,1,1
Suez Canal University,Room,Female,133.6,2,1,3,2804.97,0,0,0,0,0,1
Suez Canal University,Room,Female,121.4,1,1,2,5204.31,1,0,0,1,1,1
Zagazig University,Bed,Female,84.9,2,1,2,1562.11,0,0,0,0,0,0
Helwan University,EntireUnit,Female,180.9,4,2,5,8007.09,1,0,0,0,1,1
AUC,Room,Male,91.6,1,1,1,10071.26,1,0,1,1,0,1
Benha University,EntireUnit,Female,103.6,2,1,2,4861.82,0,1,1,0,1,0
Mansoura University,EntireUnit,Male,186.9,3,2,5,9377.38,1,1,1,0,0,1
Suez Canal University,Room,Female,130.5,4,2,8,1539.52,1,0,1,1,0,1
Suez Canal University,Room,Male,188.6,1,1,1,8905.83,1,1,1,1,1,0
Suez Canal University,EntireUnit,Male,130.3,2,1,3,5410.78,0,0,1,1,0,0
Mansoura University,EntireUnit,Female,85.8,3,2,6,4630.15,0,1,1,0,0,0
Alexandria University,EntireUnit,Female,134.4,1,1,1,8522.2,1,0,1,0,1,1
Mansoura University,EntireUnit,Male,131.6,2,2,4,6867.66,1,0,0,1,0,0
Cairo University,Bed,Male,40.4,1,1,1,3677.83,0,1,1,0,0,0
AUC,Room,Female,83.5,3,1,3,3260.58,1,1,1,0,0,1
Suez Canal University,Room,Male,138.6,2,2,4,3364.9,1,1,0,1,1,1
AUC,Bed,Female,193.4,2,1,2,9622.39,1,0,0,1,1,0
Assiut University,Bed,Male,162.2,2,2,4,1424.98,0,0,0,0,1,0
Suez Canal University,Bed,Male,197.4,1,1,1,7939.98,0,0,0,0,0,0
Fayoum University,Room,Male,73.8,1,1,1,2928.79,0,0,0,0,0,0
AUC,Room,Female,143.2,3,2,4,5931.31,0,1,1,1,1,0
Alexandria University,Bed,Male,121.1,2,1,3,2674.6,0,0,0,0,1,0
Benha University,Room,Male,186.6,3,2,5,3196.73,1,1,1,1,0,1
Suez Canal University,EntireUnit,Female,155.5,4,2,7,7935.26,1,1,1,0,1,1
Helwan University,Room,Male,166.9,4,2,8,2184.67,0,1,1,0,0,1
AUC,Room,Male,105.4,3,2,5,4091.97,1,1,1,1,1,1
Zagazig University,EntireUnit,Male,107.2,4,2,4,4115.63,1,0,0,0,0,0
Minia University,Room,Male,123.7,3,2,5,1647.84,0,0,0,0,0,0
Ain Shams University,Bed,Male,112.4,4,2,5,1291.8,0,0,0,1,1,0
Benha University,EntireUnit,Female,121.9,4,2,8,5890.59,1,0,1,1,0,1
Ain Shams University,Bed,Male,159.4,4,2,8,1128.42,0,0,0,0,0,1
Tanta University,Room,Female,65.2,2,1,3,1860.15,1,0,1,1,1,1
Benha University,EntireUnit,Female,102.1,2,1,2,3604.15,0,0,0,0,0,0
AUC,Bed,Female,182.9,4,2,5,4145.6,0,0,1,1,0,1
Minia University,Bed,Female,166.4,2,2,4,1913.68,1,1,1,1,1,1
Assiut University,Room,Male,52.7,2,1,2,1681.52,1,1,0,1,1,1
GUC,EntireUnit,Male,127.6,4,2,5,12851.75,1,0,1,1,1,0
Suez Canal University,Bed,Male,153.7,3,2,5,1450.2,1,0,1,1,1,1
Ain Shams University,Room,Male,114.3,1,1,1,7793.39,1,1,1,1,1,1
Suez Canal University,Room,Male,176.6,4,2,8,2083.96,0,0,1,1,1,1
Tanta University,EntireUnit,Male,166.5,2,1,2,5937.92,0,0,0,0,0,0
GUC,Room,Female,150.9,4,2,6,3288.63,0,0,0,0,0,0
Zagazig University,EntireUnit,Female,60.4,1,1,1,3658.84,1,1,0,1,1,1
Benha University,Bed,Female,85.1,3,2,5,836.84,0,0,1,0,1,0
Zagazig University,Bed,Male,144.7,3,2,5,1361.0,1,0,1,0,0,1
Ain Shams University,Bed,Male,116.2,2,2,4,1672.51,0,0,0,1,1,0
Minia University,Bed,Male,160.1,3,2,4,1468.66,0,0,0,0,0,0
Tanta University,Room,Male,58.4,2,1,3,2074.49,1,1,1,1,1,1
Helwan University,Bed,Female,130.9,2,1,2,3760.98,0,1,1,1,0,1
Mansoura University,EntireUnit,Female,151.4,3,2,5,8724.99,1,1,1,1,1,0
Benha University,Room,Female,164.1,2,1,2,3663.53,0,1,0,1,1,1
Helwan University,Bed,Male,175.6,4,2,4,2295.15,0,1,1,1,1,1
Cairo University,Bed,Female,191.6,2,1,3,4604.67,1,1,1,1,0,0
Tanta University,EntireUnit,Male,69.8,1,1,1,2951.89,0,0,0,0,0,0
Minia University,EntireUnit,Male,146.5,2,1,2,7464.41,1,1,0,1,1,1
Fayoum University,EntireUnit,Male,118.8,4,2,8,5730.38,1,1,0,0,1,0
Alexandria University,EntireUnit,Male,84.1,3,2,4,6544.54,0,1,0,0,0,1
Helwan University,Bed,Female,97.8,2,1,3,1774.52,1,0,1,1,1,1
Tanta University,Room,Male,76.0,1,1,2,2979.22,0,0,0,1,0,0
Benha University,Bed,Male,199.8,2,1,3,2789.56,0,1,1,1,1,0
Zagazig University,Bed,Male,102.9,4,2,4,1522.17,1,1,1,1,1,1
Tanta University,EntireUnit,Female,184.8,4,2,7,8450.68,0,1,0,1,1,1
Mansoura University,Bed,Male,59.9,1,1,2,1686.76,1,0,1,1,0,1
Fayoum University,Bed,Male,114.7,4,2,7,636.76,0,0,0,0,1,0
Zagazig University,Bed,Female,184.7,4,2,5,1883.38,1,1,1,1,1,1
Cairo University,Room,Male,107.3,4,2,5,1895.74,0,1,0,1,1,1
Fayoum University,EntireUnit,Female,81.4,2,2,4,4121.27,1,0,1,0,1,1
Benha University,Bed,Female,158.2,1,1,2,3827.11,0,0,1,1,1,1
Ain Shams University,Bed,Male,153.5,4,2,4,2871.16,1,1,1,1,1,1
GUC,Bed,Female,190.3,4,2,7,2563.15,0,0,1,0,0,0
GUC,Room,Male,131.7,4,2,7,3636.4,1,1,1,1,1,1
Minia University,Bed,Male,185.5,3,1,3,2558.14,0,0,1,0,0,0
Assiut University,EntireUnit,Female,111.9,1,1,2,5363.46,1,1,1,1,1,1
Alexandria University,Bed,Female,53.4,1,1,1,3384.32,1,0,0,1,0,0
Helwan University,Room,Male,89.9,3,1,3,1878.88,1,1,1,0,1,0
GUC,EntireUnit,Male,115.6,3,2,5,13254.93,1,1,1,1,1,1
Suez Canal University,EntireUnit,Female,44.0,1,1,2,3947.12,1,1,1,1,1,1
Cairo University,EntireUnit,Female,89.5,1,1,2,7491.66,1,1,1,1,1,0
Tanta University,EntireUnit,Male,77.2,2,1,3,4671.58,0,1,1,1,1,0
Mansoura University,Bed,Male,169.7,1,1,1,8295.97,0,0,1,0,0,1
Zagazig University,EntireUnit,Female,46.1,1,1,2,3375.28,1,1,1,1,1,1
Mansoura University,EntireUnit,Female,81.2,1,1,1,5741.35,1,1,1,1,1,1
AUC,Room,Male,161.4,3,2,4,6463.17,1,1,0,1,1,0
Assiut University,EntireUnit,Male,128.0,3,2,6,6272.19,1,1,1,1,1,1
Minia University,Bed,Female,190.4,1,1,2,4141.81,1,1,1,1,0,1
Helwan University,Room,Male,85.1,2,2,4,2656.39,1,1,0,0,0,1
Minia University,Room,Female,136.6,4,2,8,1593.06,1,1,1,1,1,0
Fayoum University,Room,Male,190.8,1,1,2,8136.61,1,0,0,1,1,1
Cairo University,Room,Female,196.5,4,2,4,2919.04,0,0,1,1,1,1
Fayoum University,Room,Male,99.2,3,1,3,1230.12,0,0,0,0,0,0
GUC,EntireUnit,Male,198.0,2,1,3,20622.67,1,0,0,0,0,0
Fayoum University,Bed,Male,59.2,1,1,1,3867.79,1,1,1,1,1,1
Suez Canal University,Room,Male,56.9,2,2,4,1666.29,1,1,0,1,0,1
GUC,Room,Female,139.2,3,2,5,4760.37,1,1,1,1,1,1
Helwan University,Room,Male,184.7,1,1,1,8612.9,1,0,0,0,1,0
AUC,Bed,Male,199.7,2,2,4,5729.16,1,1,1,1,1,1
Zagazig University,EntireUnit,Male,81.9,1,1,1,3300.74,0,0,0,0,1,1
Minia University,EntireUnit,Male,64.6,2,1,2,4409.56,1,1,1,1,1,1
Minia University,EntireUnit,Female,87.3,3,2,5,4615.27,1,1,0,0,1,0
Alexandria University,EntireUnit,Male,145.2,1,1,1,10293.83,0,1,1,1,1,1
Assiut University,EntireUnit,Male,179.8,2,1,2,8298.21,0,1,0,1,0,0
Assiut University,EntireUnit,Female,87.6,3,2,6,4439.3,1,1,1,1,1,0
Fayoum University,Bed,Male,79.0,1,1,2,2376.64,1,1,1,1,1,1
Ain Shams University,Bed,Female,95.3,3,2,6,895.36,1,0,0,0,0,1
Assiut University,Bed,Female,175.2,3,1,3,2050.93,0,0,0,0,0,0
Zagazig University,Room,Female,29.2,1,1,1,2599.1,1,1,0,1,1,1
Minia University,Bed,Female,151.6,3,2,4,1637.74,1,1,1,1,1,1
Zagazig University,EntireUnit,Male,188.2,3,1,3,10338.7,1,1,1,1,1,1
Mansoura University,Bed,Female,160.0,4,2,5,1792.65,1,1,0,1,1,0
Assiut University,Room,Female,183.1,1,1,2,7630.11,0,0,1,0,0,1
Cairo University,EntireUnit,Female,167.2,4,2,5,11996.7,0,0,1,1,1,1
Zagazig University,EntireUnit,Male,65.3,2,1,2,3587.21,0,1,1,0,1,1
Ain Shams University,EntireUnit,Male,178.1,1,1,1,12207.31,1,1,1,1,1,0
Assiut University,Room,Female,160.6,1,1,1,7637.25,1,1,1,1,1,1
Alexandria University,Bed,Male,166.1,4,2,8,1284.31,0,0,0,1,0,0
Zagazig University,Bed,Male,75.9,1,1,2,1447.33,0,0,0,1,0,0
Cairo University,Room,Male,82.2,1,1,1,4929.24,0,0,0,0,0,0
Minia University,EntireUnit,Male,190.8,4,2,8,7686.8,0,1,1,1,1,1
Benha University,EntireUnit,Female,156.7,4,2,7,7562.24,1,1,1,0,1,1
Ain Shams University,EntireUnit,Female,109.2,3,2,6,6164.46,1,0,0,0,0,0
Benha University,EntireUnit,Male,55.7,1,1,2,3099.28,0,1,0,0,1,1
Mansoura University,EntireUnit,Female,195.0,2,1,3,8750.2,0,1,0,0,0,1
Zagazig University,EntireUnit,Male,120.4,2,2,4,5350.83,1,0,0,0,0,0
Helwan University,EntireUnit,Female,157.5,4,2,5,8407.74,1,1,1,1,1,1
Fayoum University,Room,Female,159.8,4,2,6,1432.27,1,0,1,0,0,0
Suez Canal University,Bed,Female,167.5,1,1,1,7587.11,0,1,1,1,1,1
Cairo University,EntireUnit,Male,143.2,1,1,2,11279.03,0,1,1,1,1,1
Assiut University,Room,Male,119.0,1,1,2,4336.74,0,0,0,1,0,1
Fayoum University,Room,Female,50.2,1,1,1,3762.29,1,1,1,1,1,1
Ain Shams University,EntireUnit,Female,183.4,1,1,1,11230.36,0,1,1,1,1,1
Tanta University,Room,Female,105.1,4,2,8,1064.4,0,0,0,0,0,0
Mansoura University,EntireUnit,Male,142.0,4,2,6,6037.01,0,0,0,0,1,0
Benha University,EntireUnit,Female,114.9,3,1,3,6700.4,1,1,1,1,1,1
Benha University,EntireUnit,Male,150.0,3,2,5,5987.82,0,0,1,1,0,0
Ain Shams University,EntireUnit,Male,161.0,2,2,4,9916.04,1,1,1,1,1,1
Helwan University,Room,Male,93.2,1,1,2,5569.34,1,0,1,1,1,1
Zagazig University,Bed,Male,112.7,2,2,4,1606.65,0,1,1,1,1,1
Fayoum University,Bed,Female,163.7,3,1,3,2571.42,1,1,1,0,1,1
Cairo University,EntireUnit,Female,99.4,2,1,2,8301.71,1,1,1,1,1,0
Alexandria University,Bed,Male,75.4,3,2,5,957.4,1,0,1,1,0,0
Benha University,Bed,Female,82.2,3,1,3,1706.66,1,1,1,1,1,1
Benha University,Bed,Female,195.3,4,2,8,1160.72,0,0,1,0,1,1
Zagazig University,EntireUnit,Female,148.0,1,1,1,6588.57,1,1,1,0,0,1
Alexandria University,EntireUnit,Male,163.8,4,2,5,11358.08,0,0,0,0,1,1
Ain Shams University,Bed,Female,107.5,3,2,6,1125.03,1,1,1,0,0,0
Tanta University,Room,Male,148.4,4,2,8,1619.18,0,1,0,1,0,0
Alexandria University,EntireUnit,Male,110.6,4,2,4,7768.98,1,0,0,1,0,0
Assiut University,EntireUnit,Male,54.1,1,1,1,3696.54,0,1,1,1,1,0
Suez Canal University,EntireUnit,Female,108.9,4,2,6,5643.16,0,1,0,0,0,1
Suez Canal University,Room,Female,169.7,3,1,3,2832.68,1,1,1,1,1,1
Helwan University,EntireUnit,Male,147.4,2,1,2,7666.64,1,1,1,1,0,0
Alexandria University,Bed,Female,138.8,1,1,2,3978.99,1,0,0,0,0,0
Tanta University,Bed,Male,175.1,4,2,5,1370.96,0,0,0,0,0,0
Fayoum University,Bed,Male,27.6,1,1,1,1872.95,0,1,0,0,1,0
GUC,Room,Male,181.0,4,2,7,4498.11,1,1,1,1,1,0
GUC,Bed,Male,75.1,1,1,2,3901.84,1,1,0,1,0,1
Mansoura University,Room,Female,137.5,3,2,5,1785.85,0,0,0,0,0,0
Assiut University,Bed,Female,173.1,1,1,2,3828.46,1,1,0,0,0,0
Fayoum University,EntireUnit,Male,134.3,1,1,2,5607.46,0,0,1,0,1,0
Benha University,Room,Female,93.5,3,2,6,1447.52,0,0,0,0,1,0
Zagazig University,EntireUnit,Female,151.5,1,1,1,6706.63,0,0,1,1,0,0
AUC,Room,Male,91.2,2,2,4,4399.76,0,0,1,1,0,0
Zagazig University,Room,Male,195.0,3,2,4,2870.52,1,1,1,1,1,1
Fayoum University,Bed,Female,115.5,3,2,5,1012.59,1,1,1,1,0,1
Alexandria University,EntireUnit,Male,44.6,1,1,1,2851.44,0,0,0,0,0,0
AUC,Bed,Female,198.2,4,2,6,3766.01,0,0,0,0,0,1
Assiut University,Bed,Male,153.4,3,2,6,1043.79,1,1,1,0,0,0
Suez Canal University,Room,Female,169.7,1,1,2,7953.27,1,1,1,1,1,1
Suez Canal University,Room,Female,104.8,1,1,2,5495.75,1,1,1,1,1,1
Helwan University,Bed,Female,194.2,4,2,7,1356.57,0,0,0,0,0,0
Assiut University,EntireUnit,Male,192.4,4,2,8,7230.29,1,0,0,1,1,1
AUC,EntireUnit,Female,152.1,2,1,3,17170.55,0,0,1,0,0,0
Assiut University,Bed,Male,121.2,2,1,2,2279.34,0,0,0,0,0,0
Mansoura University,Room,Female,94.5,2,2,4,3102.81,1,1,1,1,1,1
Assiut University,Room,Female,184.9,2,1,2,3324.63,1,0,1,0,0,0
Zagazig University,Room,Male,128.2,2,2,4,2916.26,1,0,0,1,1,1
Ain Shams University,Bed,Female,125.3,4,2,7,1173.04,1,0,1,0,0,0
Zagazig University,EntireUnit,Female,155.4,1,1,1,7791.23,0,1,1,1,0,1
Minia University,Bed,Female,165.8,4,2,8,824.09,0,0,0,0,0,0
Mansoura University,EntireUnit,Female,150.5,3,2,5,8531.55,1,1,1,0,1,0
Benha University,EntireUnit,Male,130.2,1,1,1,5267.1,1,0,0,1,0,0
Cairo University,EntireUnit,Female,147.5,3,2,6,10553.82,1,1,1,1,1,1
GUC,Room,Male,197.1,3,2,4,5871.92,0,0,0,0,0,0
Benha University,Bed,Male,196.8,2,1,2,4117.76,0,0,0,0,0,0
Fayoum University,EntireUnit,Female,142.7,4,2,4,7445.2,1,1,1,1,0,1
AUC,EntireUnit,Female,133.0,2,1,2,12841.13,1,0,0,1,0,0
Helwan University,Bed,Male,152.7,2,2,4,2316.74,1,1,1,1,1,0
Tanta University,Bed,Male,154.1,1,1,1,5454.15,0,0,0,0,0,0
Tanta University,Room,Female,162.5,3,1,3,2253.03,1,0,0,1,1,1
Zagazig University,Bed,Male,85.5,3,1,3,1929.87,1,1,1,1,1,1
Mansoura University,Room,Male,170.1,4,2,4,2082.22,0,0,0,0,0,0
Cairo University,EntireUnit,Male,67.0,1,1,1,5692.92,1,1,0,1,0,1
Tanta University,Room,Male,90.9,2,2,4,1983.64,1,0,0,1,0,1
AUC,EntireUnit,Male,112.9,3,2,6,15081.18,1,1,1,1,1,1
Zagazig University,Room,Male,158.3,2,1,3,3657.02,1,1,0,1,0,1
Minia University,Room,Female,128.1,2,1,2,3528.52,1,1,1,1,1,1
AUC,Bed,Male,179.1,2,1,2,9089.29,1,0,0,1,0,0
Tanta University,EntireUnit,Male,105.0,4,2,7,5332.33,0,1,1,0,1,1
Helwan University,Bed,Female,178.1,3,2,5,1989.72,1,1,1,1,1,1
Assiut University,Room,Female,71.2,2,2,4,2030.17,1,1,1,0,1,1
Cairo University,Room,Female,78.2,3,2,5,1750.32,0,0,0,0,0,0
Alexandria University,Room,Female,196.8,1,1,2,14051.26,1,1,0,1,0,0
Assiut University,Bed,Female,69.1,1,1,1,2992.71,1,0,0,0,0,0
Alexandria University,Bed,Male,138.1,4,2,4,1877.22,0,0,0,0,0,0
GUC,Bed,Male,26.5,1,1,2,2101.74,1,1,1,1,0,1
Mansoura University,EntireUnit,Female,133.7,3,2,6,5517.73,0,0,0,0,0,0
Assiut University,Bed,Female,156.1,2,1,3,2332.73,1,1,0,0,0,0
Tanta University,Room,Male,198.7,4,2,5,2349.06,1,0,1,0,0,0
Mansoura University,Bed,Male,172.3,2,1,3,3058.26,1,1,1,1,1,1
Tanta University,EntireUnit,Male,121.8,4,2,5,6300.81,0,1,0,1,1,1
Helwan University,EntireUnit,Female,176.7,4,2,6,9204.22,1,1,1,1,1,1
AUC,EntireUnit,Female,134.2,4,2,5,13662.74,0,0,0,0,0,0
